name,latitude,longitude,contact,email,rprkid,,
Quarram Nature Reserve,-35.02732559,117.0008326,NULL,NULL,NULL,,
Rame Head Campsite,-35.04576807,116.8607354,NULL,NULL,NULL,,
Rame Head Campsite / W of Peaceful Bay,-35.03360647,116.8901539,+61 (0)8 9840 0400,frankland@dbca.wa.gov.au,NULL,,
Randall Road - Map 1b,-32.30989538,116.2287748,+61 (0)8 9290 6100,mundaring@dbca.wa.gov.au,NULL,,
Rapids,-33.89839935,115.2949982,+61 (0)8 9752 5555,blackwood@dbca.wa.gov.au,73,,
Rapids Conservation Park,-33.88131844,115.2834892,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,73,,
Rat Island - Houtman Abrolhols Islands National Park,-28.71919502,113.7845421,+61 (0)8 9964 0901,geraldtonenquiries@dbca.wa.gov.au,NULL,,
Redgate Beach,-34.04325424,115.0012082,NULL,NULL,NULL,,
River Road construction - Wellington National Park - map 4a,-33.38716294,115.9398365,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Rockingham Lakes,-32.37350082,115.7649994,+61 (0)8 9442 0300,regional.parks@dbca.wa.gov.au,881,,
Rocky Gully Conservation Park,-34.52946991,117.0316887,+61 (0)8 9840 0400,frankland.district@dbca.wa.gov.au,NULL,,
Romeo Road,-31.62000084,115.7099991, 08 9303 7700,NULL,NULL,,
Rowles Lagoon,-30.43390083,120.8560028,+61 (0)8 9080 5555,kalgoorlie@dbca.wa.gov.au,197,,
Rusden Picnic Site,-33.95424905,115.1223113,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,37,,
S of Harvey-Quindanning Road,-33.06038031,116.2375832,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
S of Lake Brockman,-33.05049837,115.9963131,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Samphire Cove Nature Reserve,-32.54833907,115.7153654,+61 (08) 9303 7750,NULL,NULL,,
Sandpatch & Mutton Bird Campsites / SW of Albany,-35.06817667,117.8025341,+61 (0)8 9842 4500,albany@dbca.wa.gov.au,NULL,,
Sandpatch Campsite,-35.07390076,117.8190565,NULL,NULL,NULL,,
Sandpatch Campsite / SW of Albany,-35.07358572,117.8334332,+61 (0)8 9842 4500,albany@dbca.wa.gov.au,NULL,,
Schafer Campsite,-34.55473451,116.1760855,NULL,NULL,NULL,,
Scott,-34.25630188,115.2259979,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,85,,
SE of Gregory Brook Campsite,-34.02127394,116.0123634,+61 (0)8 9731 6232,blackwood@dbca.wa.gov.au,NULL,,
SE of Yourdamung Campsite,-33.24778503,116.2966347,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Serpentine,-32.36819839,116.0090027,+61 (0)8 9525 2128,mundaring@dbca.wa.gov.au,713,,
Serpentine Falls,-32.36803996,116.0114253,+61 (08) 9290 6100,mundaring@dbca.wa.gov.au,713,,
Serpentine National Park,-32.34702417,116.0574675,NULL,NULL,NULL,,
Shannon,-34.71080017,116.3740005,+61 (0)8 9776 1207,donellyd@dbca.wa.gov.au,534,,
Shannon National Park,-34.5831394,116.4148879,+61 (0)8 9776 1207,donnellyd@dbca.wa.gov.au,NULL,,
Shell Beach,-26.20179939,113.7539978,+61 (08) 9948 2226,sharkbayenquiries@dpaw.wa.gov.au,856,,
Shelter Bay Campground,-26.17282787,113.1954158,+61 (08) 9948 2226,sharkbayenquiries@dbca.wa.gov.au,1051,,
Shire of Denmark,-35.03053845,117.1614271,(08) 9848 0300,NULL,NULL,,
Shoalwater Islands,-32.31259918,115.711998,+61 (0)8 9303 7700,wanneroo@dbca.wa.gov.au,878,,
Sika Trail,-33.36214785,115.9490633,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,12003,,
Smiths Beach,-33.69412874,114.9920887,+61 (0)8 9752 5555,blackwood@dbca.wa.gov.au,NULL,,
"Snottygobble Loop, Grass Tree Hollow and Goblin Swamp",-34.4261689,115.8061767,NULL,NULL,NULL,,
Solitary - Dwellingup Mountain Bike Trail,-32.70536434,116.0377479,+61 (08) 9290 6100,mundaring@dbca.wa.gov.au,NULL,,
South East Nannup State Forest,-34.20065772,115.9256315,+61 (08) 9080 5555,donnellyd@dbca.wa.gov.au,NULL,,
Southern Beekeepers Nature Reserve,-30.3947177,115.081358,+61 (0)8 9688 6000,jurien@dbca.wa.gov.au,NULL,,
St John Brook,-33.94309998,115.6869965,+61 (0)8 9752 5555,blackwood@dbca.wa.gov.au,123,,
State Forest 65,-31.54860579,115.7223587,NULL,NULL,NULL,,
State forest west of Tone Perup Nature Reserve,-34.396532,116.523408,+61 (0)8 9776 1207,donnellyd@dbca.wa.gov.au,NULL,,
Steep Point Campground,-26.14339509,113.1627729,+61 (08) 9948 2226,sharkbayenquiries@dbca.wa.gov.au,1051,,
Stirling Range,-34.39160156,117.8990021,+61 (0)8 9842 4500,albany_admin@dpaw.wa.gov.au,231,,
Stirling Range National Park,-34.40067777,118.1023407,NULL,NULL,NULL,,
Stockton Lake,-33.3830062,116.227541,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Stockton Lake campground,-33.38539814,116.2264413,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Stockyard Gully,-29.93059921,115.098999,+61 (0)8 9688 6000,jurien@dbca.wa.gov.au,403,,
Stockyard Gully Reserve,-29.9306,115.099,+61 (0)8 9688 6000,jurien@dbca.wa.gov.au,NULL,,
Stokes,-33.83169937,121.086998,+61 (0)8 9083 2100,esperance_admin@dbca.wa.gov.au,310,,
Stokes National Park,-33.79751576,121.1746931,+61 (0)8 9083 2100,albany@dbca.wa.gov.au,NULL,,
Stony Hill,-35.114171,117.950194,NULL,NULL,NULL,,
SW of Collie,-33.36361504,116.0489273,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Swamp Oak Campsite,-32.78135748,116.1177635,NULL,NULL,NULL,,
Swamp Oak Campsite / SE of Dwellingup,-32.78097382,116.1176348,+61 (0)8 9290 6100,mundaring@dbca.wa.gov.au,NULL,,
Swan Canning Riverpark,-31.99040031,115.8399963,+61 (0)8 9442 0300,regional.parks@dbca.wa.gov.au,1155,,
Swan Coastal Plains Walk Trail,-31.68026446,115.8988953,NULL,NULL,NULL,,
Swan Estuary,-31.98889923,115.8270035,+61 (0)8 9303 7700,wanneroo@dbca.wa.gov.au,892,,
Swan River,-31.97218734,115.8394575,NULL,NULL,NULL,,
Tathra,-29.7758007,115.5279999,+61 (08) 9688 6000,jurien@dbca.wa.gov.au,1083,,
Ten Mile Brook Dam,-33.957742,115.1243484,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,37,,
The Goat Farm,-31.90270042,116.0550003,+61 (0)8 9290 6100,mundaring@dbca.wa.gov.au,1153,,
"The Summit Trail, Mount Augustus National Park",-24.31965962,116.7975828,NULL,NULL,NULL,,
Timber harvesting diversion - N of Collie - map 3b,-33.15645129,115.9919786,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Timber harvesting diversion - Quinninup - map 6a,-34.42064649,116.2428188,+61 (0)8 9776 1207,pemberton@dbca.wa.gov.au,NULL,,
Timber harvesting diversion - S of Donnybrook - map 4b,-33.73005043,115.7872295,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Timber harvesting diversion - Wellington Spur Trail - map 3b,-33.45686613,116.0206461,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Timber harvesting E of Dwellingup,-32.7480126,116.2664223,+61 (0)8 9290 6100,mundaring@dbca.wa.gov.au,NULL,,
Tom Road Campsite,-34.16444063,115.9135723,NULL,NULL,NULL,,
Tone Perup Nature Reseerve,-34.271786,116.631751,NULL,NULL,NULL,,
Tone Perup Nature Reserve,-34.1409,116.64,+61 (0)8 9776 1207,donnellyd@dbca.wa.gov.au,NULL,,
Tone-Perup Nature Reserve,-34.24825,116.628055,Donnelly District,NULL,NULL,,
Torbay Campsite,-35.07917677,117.6468694,NULL,NULL,NULL,,
Torbay Inlet,-35.04485485,117.6764917,NULL,NULL,NULL,,
Torndirrup,-35.10779953,117.9550018,+61 (0)8 9842 4500,albany_admin@dbca.wa.gov.au,234,,
Torndirrup National Park,-35.10719674,117.916616,Jennifer Medbury,albany@dbca.wa.gov.au,NULL,,
Tourism Awards WA 2018,-31.95798817,115.8932304,NULL,NULL,NULL,,
Tuart Forest,-33.62139893,115.4469986,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,121,,
Tunnel Creek,-17.61070061,125.1439972,+61 (0)8 9195 5500,broome@dpaw.wa.gov.au,998,,
Turner Hill,-32.63576098,116.0173416,+61 (0)8 9290 6100,mundaring@dbca.wa.gov.au,NULL,,
Turquoise Bay,-22.09914987,113.888247,+61 (08) 9949 2808,cape.range@dbca.wa.gov.au,410,,
Two Peoples Bay,-34.97283665,118.1955099,+61 (0)8 9842 4500,albany_admin@dbca.wa.gov.au,267,,
Upper Swan River,-31.87897,115.99168,NULL,NULL,NULL,,
Valley of the Giants Tree Top Walk,-34.9782897,116.8936357, (08) 9840 8263,ttw@dbca.wa.gov.au,NULL,,
Victoria Dam Reservoir,-32.0294987,116.0347438,+61 (08) 9290 6100,mundaring@dbca.wa.gov.au,NULL,,
Victoria Rock,-31.29526,120.92809,+61 (08) 9080 5555,kalgoorlie@dbca.wa.gov.au,NULL,,
Victoria Rock Nature Reserve,-31.3949087,121.0297851,NULL,NULL,NULL,,
W of Albany,-35.00769501,117.7186775,+61 (0)8 9842 4500,albany@dbca.wa.gov.au,NULL,,
W of Margaret River,-33.95387498,114.9922228,+61 (0)8 9752 5555,blackwood@dbca.wa.gov.au,NULL,,
WA Parks and Reserves,-26.64837927,120.5904007,92199000,enquiries@dbca.wa.gov.au,NULL,,
Waalegh Campsite,-32.01599213,116.2575603,NULL,NULL,NULL,,
Wadandi Track (Engine Road),-33.90625444,115.0829458,NULL,NULL,NULL,,
Walarra Mindi (Mt Hart),-16.9189629,125.0601578,+61 (08) 9195 5500,broome@dbca.wa.gov.au,997,,
Wallaroo Rock,-31.17403485,120.310936,61+ (08) 9080 5555,kalgoorlie@dbca.wa.gov.au,NULL,,
Walpole and Nornalup Inlets,-35.00429916,116.7279968,+61 (08) 9840 0400,frankland.district@dbca.wa.gov.au,1061,,
Walpole Nornalup,-34.96519852,116.7979965,+61 (0)8 9840 0400,frankland@dbca.wa.gov.au,692,,
Walpole Nornalup National Park,-34.98945522,116.7336443,+61 (0)8 9840 0400,frankland.district@dbca.wa.gov.au,NULL,,
Walyarta Conservation Park,-19.84043253,121.0997844,Broome Work Centre,broome@dbca.wa.gov.au,NULL,,
Walyunga,-31.72050095,116.0650024,+61 (0)8 9290 6100,mundaring@dbca.wa.gov.au,708,,
Wanagarren Nature Reserve,-30.6861,115.145,+61 (08) 9688 6000,jurien@dbca.wa.gov.au,1029,,
Wandoo,-31.92289925,116.5589981,+61 (08) 9290 6100,mundaring@dbca.wa.gov.au,728,,
Warren,-34.50389862,115.9349976,+61 (0)8 9776 1207,donellyd@dbca.wa.gov.au,533,,
Warren Campsite,-34.50912772,116.0977221,NULL,NULL,NULL,,
Warren State Forest,-34.50955698,116.102432,+61 (0)8 9776 1207,donnellyd@dbca.wa.gov.au,NULL,,
Warriedar Homestead campground,-29.13413,117.18582,Chris Clegg,chris.clegg@dbca.wa.gov.au,NULL,,
Warroora south access road,-23.53688,113.95927,NULL,NULL,NULL,,
Waterfall Beach Spur Trail,-35.01818804,117.2681737,+61 (0)8 9840 0400,frankland.district@dbca.wa.gov.au,12007,,
Waterous Loop Trail,-32.83453731,116.0897076,NULL,NULL,NULL,,
Waychinicup,-34.88677581,118.3885002,+61 (0)8 9842 4500,albany@dbca.wa.gov.au,210,,
"Weld State Forest, Mount Frankland National Park",-34.72327275,116.4766216,NULL,NULL,NULL,,
Wellington,-33.36370087,115.9550018,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,960,,
Wellington Dam,-33.40037538,115.9786695,NULL,NULL,NULL,,
Wellington National Park,-33.39404262,115.9398365,+61 (08) 9735 1988,wellington@dbca.wa.gov.au,960,,
West Cape Howe,-35.10559845,117.6119995,+61 (0)8 9842 4500,albany_admin@dbca.wa.gov.au,229,,
West Cape Howe Campsite,-35.08268089,117.5576591,NULL,NULL,NULL,,
West Swan,-31.870727,115.994135,NULL,NULL,NULL,,
Westralia Conservation Park,-33.36788261,116.0992241,NULL,NULL,NULL,,
Westralia Conservation Park - Wiilman Bilya Trail,-33.37250332,116.0983604,(08) 9735 1988,NULL,NULL,,
Whicher,-33.78409958,115.4820023,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,1126,,
White Horse Hill Campsite,-32.60906444,116.3359451,NULL,NULL,NULL,,
White Horse Hills Campsite,-32.60868825,116.3362026,NULL,NULL,NULL,,
Wiilman Bilya Trail,-33.35806161,116.1363888,NULL,NULL,NULL,,
Wilbinga Conservation Park,-31.42426871,115.5655289,+61 (0)8 9303 7700,wanneroo@dbca.wa.gov.au,NULL,,
Wilga State Forest,-33.74373441,116.1119115,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,35,,
William Bay,-35.02258122,117.274847,+61 (0)8 9840 0400,frankland.district@dbca.wa.gov.au,645,,
William Bay Campsite,-35.01687718,117.2383261,NULL,NULL,NULL,,
Wilman Bilya - Connell Rd,116.05786,-33.35621,NULL,NULL,NULL,,
Wilman Bilya - Ferguson Rd,116.05797,-33.37227,NULL,NULL,NULL,,
Wilson Inlet - Denmark,-34.97150033,117.3914909,(08) 9848 0300,NULL,NULL,,
Wiltshire-Butler,-34.01350021,115.4749985,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,1128,,
Wiltshire-Butler National Park,-34.01071388,115.4941864,NULL,NULL,NULL,,
Wilyabrup Brook - Cape to Cape,-33.79042166,114.9994943,(08) 9752 5555,NULL,NULL,,
Windjana Gorge,-17.42149925,124.9860001,+61 (0)8 9195 5500,broome@dpaw.wa.gov.au,997,,
Wolfe Creek Crater,-19.17230034,127.7959976,+61 (0)8 9168 4200,kununurra@dbca.wa.gov.au,618,,
Wooditjup,-33.95949936,115.1149979,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,37,,
Woodman Point,-32.1257019,115.762001,+61 (0)8 9442 0300,regional.parks@dbca.wa.gov.au,890,,
Woody Lake Nature Reserve,-33.81035348,121.9211841,+61 (0)8 9083 2100,NULL,NULL,,
Woolbales Campsite,-34.94427177,116.5659177,NULL,NULL,NULL,,
Wooroloo,-31.88319969,116.1309967,+61 (0)8 9442 0300,regional.parks@dbca.wa.gov.au,1041,,
Wunaamin Conservation Park,-16.88500023,125.0289993,+61 (0)8 9195 5500,broome@dbca.wa.gov.au,988,,
Wungong,-32.14960098,116.0660019,+61 (0)8 9442 0300,regional.parks@dbca.wa.gov.au,1044,,
Yabberup Campsite,-33.46316746,116.0771656,NULL,NULL,NULL,,
Yaberoo-Budjara Heritage Trail,-31.67127996,115.7361603,+61 (0)8 9303 7700,wanneroo@dbca.wa.gov.au,NULL,,
Yalgorup,-32.8158989,115.6740036,+61 (0)8 9303 7750,mandurah@dbca.wa.gov.au,893,,
Yalgorup National Park,-32.74537768,115.6562144,+61 (0)8 9303 7750,martinstank@dbca.wa.gov.au,NULL,,
Yallingup Beach Road,-33.64091028,115.0231165,NULL,NULL,NULL,,
Yanchep,-31.5442009,115.6829987,+61 (0)8 9303 7759,yanchep@dpaw.wa.gov.au,882,,
Yanchep National Park,-31.55535314,115.6912494,+61 (0)8 9303 7759,bookingsynp@dbca.wa.gov.au,NULL,,
Yanmah and Wheatley,-34.10299228,115.9777737,NULL,NULL,NULL,,
"Year 1 Trail, Murray Valley Mountain Bike Trails",-32.78030845,116.0831577,NULL,NULL,NULL,,
Yellagonga,-31.77930069,115.7969971,+61 (0)8 9442 0300,regional.parks@dbca.wa.gov.au,870,,
Yelverton,-33.73419952,115.0899963,+61 (08) 9752 5555,blackwood@dbca.wa.gov.au,1118,,
Yornup State Forrest,-34.115298,116.128183,+61 (0)8 9776 1207,donnellyd@dbca.wa.gov.au,1082,,
Yourdamung Campsite,-33.187952,116.2665939,+61 (0)8 9735 1988,wellington@dbca.wa.gov.au,NULL,,
Yourdamung Campsite - Bibbulmun Track,-33.18820312,116.2663633,(08) 9735 1988,NULL,NULL,,
